first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,employee_id,survey_date,engagement_score,satisfaction_score,worklife_balance_score,training_date,training_program_name,training_type,training_outcome,location,trainer,training_durationdays,training_cost
Karla,Farrell,2020-07-01,2021-03-05,Administrative Assistant,Mrs. Tammy Ballard,karla.farrell@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Resignation,Thousand every job spring more store.,Admin Offices,Field Operations,MA,Groundman,Female,14083,Other,Single,PIP,3,1384,,2,3,4,2022-10-04,Leadership Development,Internal,Passed,Carrollfort,Kristina Nelson,4,628.48
Anderson,Meadows,2020-05-30,,Administrative Assistant,Brittany Glover,anderson.meadows@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Admin Offices,Field Operations,MA,Laborer,Female,37965,Hispanic,Divorced,PIP,3,1385,,3,1,3,2023-06-27,Communication Skills,Internal,Passed,Michaeltown,David Evans,1,678.07
Jacey,Braun,2019-10-05,2023-02-04,Accountant I,Joseph Edwards,jacey.braun@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Realize view write beautiful.,Admin Offices,General - Con,MA,Technician,Female,13405,White,Married,Exceeds,3,1386,,2,4,5,2023-06-29,Technical Skills,External,Passed,West Hannah,Lindsay Rogers,1,106.91
Nathan,Kline,2021-11-06,2023-04-20,Accountant I,Sean Hall,nathan.kline@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Training run sport prevent toward yet.,Admin Offices,General - Con,MA,Laborer,Male,63614,Hispanic,Divorced,PIP,3,1387,,5,1,2,2022-12-20,Communication Skills,External,Incomplete,Banksland,Paul Simon,1,195.95
Gabriella,Benitez,2019-05-09,2020-05-07,Accountant I,Jamie Gardner,gabriella.benitez@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Resignation,Approach better little check.,Admin Offices,Field Operations,MA,Construction Manager,Female,31721,Black,Single,Exceeds,3,1388,,5,2,4,2023-04-18,Communication Skills,External,Completed,Port Nancy,Natasha Lewis,1,918.34
Juan,Gonzalez,2019-10-28,,Production Technician II,James Hines,juan.gonzalez@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Isp,MA,Manager,Male,2128,Hispanic,Widowed,Exceeds,3,1389,,4,4,3,2023-01-16,Communication Skills,External,Incomplete,Castilloville,Grace Archer,3,425.34
Cayo,Gonzalez,2019-01-11,,Production Technician I,Matthew Allen,cayo.gonzalez@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,MA,Lineman,Male,2108,Asian,Married,Exceeds,3,1390,,2,3,4,2023-03-03,Communication Skills,External,Completed,Port Kelly,Anthony Burns,3,512.53
Taylor,Sparks,2020-04-02,,Production Technician I,Janet Jones,taylor.sparks@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Unk,,Production       ,Wireless,MA,Supervisor,Female,2093,Other,Single,Needs Improvement,3,1391,,4,1,1,2023-02-05,Leadership Development,External,Completed,Andersonland,Jason Jones,3,146.48
Jeanette,Tippett,2019-06-07,2019-08-15,Production Technician I,David Stephens,jeanette.tippett@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Involuntary,Because wind like.,Production       ,Field Operations,MA,Operator,Female,2093,Hispanic,Widowed,Exceeds,3,1392,,4,4,3,2023-04-20,Leadership Development,External,Completed,North Coleview,Anthony Hodges,3,578.62
Rose,Ivey,2021-11-22,2022-11-23,Production Technician I,Abigail Johnson,rose.ivey@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,On beyond process before event.,Production       ,General - Con,MA,Flagger,Female,1775,Other,Single,Exceeds,3,1393,,4,4,4,2023-04-02,Technical Skills,External,Failed,Danastad,Stacy Leonard,3,255.61
Elijian,Clukey,2019-01-19,,Production Technician I,Wesley Stephens,elijian.clukey@bilearner.com,NEL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,MA,Laborer,Male,2134,Black,Married,Exceeds,3,1394,,1,2,2,2023-02-13,Leadership Development,Internal,Passed,Michelleburgh,Kevin Miller,5,370.26
Jordan,Winthrop,2021-12-17,2021-12-26,Production Technician II,Mr. Kevin Reid,jordan.winthrop@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Father change close.,Production       ,General - Con,MA,Laborer,Male,2045,Black,Divorced,Exceeds,3,1395,,4,1,2,2022-12-28,Communication Skills,Internal,Failed,Hamiltonberg,Catherine Lewis,2,302.97
Shari,Ngodup,2019-05-04,2021-02-15,Production Technician I,Jorge Taylor,shari.ngodup@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Vote look produce consider Mr war.,Production       ,General - Eng,MA,Engineer,Female,1810,Hispanic,Married,Exceeds,3,1396,,2,1,3,2022-09-13,Communication Skills,Internal,Completed,Rodriguezmouth,Diana Benton,3,632.28
John,Kretschmer,2018-12-25,2019-03-11,Production Technician I,Robert Gonzalez,john.kretschmer@bilearner.com,MSC,Active,Contract,Zone A,Part-Time,Voluntary,Science fall always move thank seat huge.,Production       ,General - Con,MA,Laborer,Male,1801,Other,Single,Exceeds,3,1397,,3,2,3,2023-03-01,Customer Service,Internal,Incomplete,North Trevor,Stephanie Cook,2,669.41
Debbie,Mangal,2021-01-03,2023-03-08,Production Technician I,Kristin Baird,debbie.mangal@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Involuntary,Mr chair subject then technology.,Production       ,Splicing,MA,Runner,Female,2451,White,Single,Needs Improvement,3,1398,,1,1,1,2023-01-04,Communication Skills,External,Passed,Olsonmouth,Kelly Rogers,3,191.99
Helen,Billis,2023-06-15,,Production Technician I,Mrs. Sabrina Reed,helen.billis@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,MA,Foreman,Female,2031,Other,Widowed,Needs Improvement,3,1399,,1,4,4,2023-05-02,Customer Service,Internal,Incomplete,Leahburgh,Jessica Garcia,2,695.11
Yen,Johnston,2018-08-29,2023-02-09,Production Technician II,Larry Frost,yen.johnston@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Resignation,Ability bed police onto exactly south.,Production       ,Field Operations,MA,Laborer,Female,2128,White,Divorced,Exceeds,3,1400,,2,3,3,2022-08-06,Communication Skills,Internal,Failed,New Melissachester,David Dennis,2,634.92
Hong,Pham,2019-01-04,,Production Technician I,Michael Holland,hong.pham@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Splicing,MA,Lineman,Male,2451,White,Single,Exceeds,3,1401,,2,5,3,2023-07-03,Communication Skills,Internal,Incomplete,Madisonview,Michael Murillo,5,873.98
Linda,Bachiochi,2021-09-10,,Production Technician I,Kirk Brooks,linda.bachiochi@bilearner.com,MSC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Sga,MA,Technician,Female,1902,White,Divorced,Exceeds,3,1402,,2,4,4,2022-10-14,Communication Skills,External,Passed,Lake Sarah,Mary Ramirez,3,602.33
Lily,DiNocco,2021-07-08,,Production Technician I,Austin Dixon,lily.dinocco@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,MA,Technician,Female,2351,White,Widowed,Exceeds,3,1403,,1,3,2,2023-06-08,Technical Skills,Internal,Failed,Lake Christopherfort,Ryan Craig,3,807.02
Ned,Miller,2018-11-01,2021-04-29,Production Technician II,James Guzman,ned.miller@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Third cost above management anything.,Production       ,Finance & Accounting,MA,Manager,Male,2472,Hispanic,Single,Exceeds,3,1404,,1,2,2,2022-10-02,Project Management,Internal,Completed,North Ian,Rachel Harris,4,411.94
Shana,Petingill,2018-12-08,2022-06-11,Production Technician II,Lisa Peters,shana.petingill@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Involuntary,President TV note reach bad.,Production       ,Field Operations,MA,Construction Manager,Female,2050,Other,Single,Exceeds,3,1405,,3,3,3,2022-09-15,Customer Service,External,Completed,East Jaime,Ryan Flores,4,537.73
Jennifer,Cloninger,2022-10-25,,Production Technician II,Gloria Yang,jennifer.cloninger@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,MA,Flagger,Female,1752,Asian,Single,Exceeds,3,1406,,4,1,5,2023-05-03,Technical Skills,Internal,Incomplete,Fordborough,Jonathan French,5,930.1
Elias,Robinson,2023-04-04,,Production Technician I,Stephanie Kelly,elias.robinson@bilearner.com,TNS,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,MA,Administrative,Male,1730,Hispanic,Married,Exceeds,3,1407,,3,3,1,2022-11-23,Communication Skills,External,Completed,Toddport,John Mercado,3,249.66
Libby,Fidelia,2021-03-17,,Production Technician I,Dr. Michael Melendez,libby.fidelia@bilearner.com,PL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,MA,Supervisor,Female,2155,Other,Single,Exceeds,3,1408,,3,3,3,2022-12-24,Communication Skills,Internal,Passed,Hunterfort,Brian Rocha,5,691.82
Catherine,Ybarra,2019-03-11,2021-09-06,Production Technician I,Amanda Perez,catherine.ybarra@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,On sport growth now general.,Production       ,General - Con,MA,Technician,Female,2458,Other,Widowed,Exceeds,3,1409,,2,2,1,2022-08-23,Customer Service,Internal,Passed,Ortegafort,David Rodriguez,4,938.59
Ashanti,Price,2022-02-25,2023-04-28,Production Technician I,Tina Griffin,ashanti.price@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Resignation,Else behind none grow up significant behavior.,Production       ,Wireline Construction,MA,Laborer,Female,26720,White,Widowed,Exceeds,3,1410,,2,2,4,2022-11-25,Project Management,External,Completed,North Russellstad,Luis Reynolds,1,746.8
Makenna,Rojas,2019-07-02,,Production Technician I,Joshua Gregory,makenna.rojas@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,MA,Foreman,Female,78612,Hispanic,Married,Exceeds,3,1411,,5,4,5,2022-12-14,Technical Skills,External,Incomplete,Beardland,Jennifer Ferguson,1,690.75
Rory,Stone,2019-06-20,,Production Technician I,Kathleen Patterson,rory.stone@bilearner.com,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,MA,Warehouse Technician,Female,75935,White,Widowed,Exceeds,3,1412,,4,3,5,2022-08-24,Project Management,External,Incomplete,Andreahaven,Gwendolyn Sullivan,4,544.19
Ann,Montgomery,2019-09-27,2023-02-08,Production Technician I,Maria Payne,ann.montgomery@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Daughter case most. Even most man even.,Production       ,Finance & Accounting,MA,Accounting,Male,51599,Black,Widowed,Needs Improvement,3,1413,,4,3,2,2023-02-17,Technical Skills,Internal,Completed,Deleonborough,Misty Miranda,5,918.34
Erin,Holder,2022-11-15,2023-07-26,Production Technician I,Samantha Salas,erin.holder@bilearner.com,BPC,Active,Contract,Zone C,Full-Time,Involuntary,Else skin force security brother experience.,Production       ,Aerial,MA,Labor,Male,95839,Asian,Married,Exceeds,3,1414,,1,4,4,2023-01-21,Customer Service,Internal,Failed,North Vincentstad,Kimberly Blankenship,3,997.2
Aubrey,Kim,2020-08-22,,Production Technician I,James Wilson,aubrey.kim@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,MA,Tower Hand,Male,93199,Asian,Divorced,Exceeds,3,1415,,2,2,1,2022-12-28,Customer Service,Internal,Incomplete,Aaronburgh,Joshua David,3,633.96
Edward,Love,2020-04-09,,Production Technician I,Brandon Oconnell,edward.love@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,MA,Flagger,Male,39796,Asian,Widowed,Exceeds,3,1416,,5,4,3,2022-10-27,Customer Service,External,Passed,Fordside,Julie Lewis,2,638.69
Paisley,Avery,2021-03-30,,Production Technician I,Bobby Martinez,paisley.avery@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,MA,Supervisor,Female,10875,Other,Single,Exceeds,3,1417,,3,5,2,2023-01-05,Project Management,Internal,Passed,North James,Brandon Braun,1,643.82
Kaiden,Leblanc,2018-09-26,,Production Technician I,Timothy Hill,kaiden.leblanc@bilearner.com,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Wireline Construction,MA,Project Manager,Female,33720,Other,Married,Needs Improvement,3,1418,,2,1,3,2023-06-24,Project Management,External,Failed,Lake Davidbury,Jermaine Coleman,1,840.76
Shania,Bauer,2023-05-22,,Production Technician I,Michael Ingram,shania.bauer@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,MA,Laborer,Female,50647,Other,Divorced,Exceeds,3,1419,,4,2,1,2023-04-13,Leadership Development,Internal,Passed,Port Hannahhaven,Andrew Schwartz,1,108.04
Danna,Hines,2021-06-04,,Production Technician I,Jamie Ray,danna.hines@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Project Management - Con,MA,Project Manager,Female,33776,White,Divorced,Exceeds,3,1420,,1,2,4,2023-02-16,Communication Skills,Internal,Completed,Kevinfort,Kari Finley,5,889.57
Bennett,Bowen,2019-10-22,2023-07-25,Production Technician I,Michael Reese,bennett.bowen@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Involuntary,Message eat guy pattern score suffer.,Production       ,General - Con,MA,Administration,Female,24552,Other,Married,Exceeds,3,1421,,3,5,5,2022-12-08,Customer Service,Internal,Completed,Kevinmouth,Karen Brown,5,835.97
Gianna,Lopez,2019-10-04,2020-10-18,Production Technician I,Justin Kent,gianna.lopez@bilearner.com,TNS,Future Start,Full-Time,Zone B,Full-Time,Involuntary,Buy ability certain question begin mind.,Production       ,Technology / It,MA,Technician,Female,6933,Hispanic,Divorced,Needs Improvement,3,1422,,1,5,2,2023-04-13,Technical Skills,Internal,Failed,Lake Lauren,Andrea Cervantes,3,585.66
Azaria,Young,2022-06-25,,Production Technician I,Thomas Leon,azaria.young@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Aerial,MA,Laborer,Female,3012,White,Single,Needs Improvement,3,1423,,2,5,5,2023-03-15,Communication Skills,Internal,Passed,Hernandezstad,James Welch,3,255.55
Aydin,Bautista,2021-11-17,2022-08-03,Production Technician I,Crystal Barnes,aydin.bautista@bilearner.com,BPC,Leave of Absence,Full-Time,Zone B,Part-Time,Voluntary,Sound there everybody anything.,Production       ,General - Con,MA,Laborer,Female,60993,Asian,Married,Needs Improvement,3,1424,,4,4,5,2023-03-05,Technical Skills,External,Incomplete,Port Christiantown,Sean Wallace,4,695.24
Antoine,Schaefer,2019-08-04,,Production Technician I,Nicholas Oconnor,antoine.schaefer@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,MA,Technician,Female,10504,Black,Single,Needs Improvement,3,1425,,2,3,1,2023-03-13,Technical Skills,Internal,Failed,Beckland,Michael Barnes,1,850.15
Milagros,Cobb,2022-03-08,2022-11-12,Production Technician I,Sarah Stevenson,milagros.cobb@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Hold season meeting voice.,Production       ,General - Con,MA,Technician,Female,11397,Hispanic,Widowed,Exceeds,3,1426,,4,5,5,2022-12-02,Project Management,External,Completed,Mcfarlandside,Mary Baker,3,938.04
Jean,Duffy,2019-02-22,,Production Technician II,Barry Payne,jean.duffy@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,MA,Project Manager,Male,96208,Asian,Divorced,Needs Improvement,3,1427,,1,2,3,2023-04-25,Project Management,External,Passed,Brettview,Crystal Norton,1,684.24
Campbell,Doyle,2022-12-08,,Production Technician II,Paula Ross,campbell.doyle@bilearner.com,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Executive,MA,Director,Male,76607,White,Divorced,Exceeds,3,1428,,3,5,2,2022-08-30,Technical Skills,Internal,Failed,South Crystal,Dr. Jennifer Jones,5,956.11
Deven,Vincent,2019-11-22,2022-03-12,Production Technician II,Lisa Spencer,deven.vincent@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,History avoid music new teach south only require.,Production       ,Field Operations,MA,Technician,Female,6668,Hispanic,Divorced,Exceeds,3,1429,,1,4,3,2022-11-26,Communication Skills,External,Failed,Nicholsview,Claudia Williams,4,441.43
Evangeline,Downs,2023-02-13,2023-03-03,Production Technician II,Joseph Smith,evangeline.downs@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Hour range a country focus.,Production       ,Yard (Material Handling),MA,Shop,Female,36785,Asian,Single,Needs Improvement,3,1430,,2,2,2,2022-08-26,Leadership Development,External,Passed,New Robertfurt,Thomas Moran,4,193.99
Kaley,Ali,2019-03-15,,Production Technician II,Samantha Ross,kaley.ali@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,MA,Laborer,Female,16451,Black,Widowed,Exceeds,3,1431,,2,1,1,2022-10-15,Technical Skills,External,Failed,Kellyland,Danielle Peck,3,790.72
Madeline,Bernard,2019-07-18,,Production Technician II,Timothy Johnston,madeline.bernard@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,MA,Administration,Male,96784,White,Married,Exceeds,3,1432,,4,3,4,2022-08-06,Communication Skills,Internal,Completed,Patelstad,Crystal Baldwin,4,894.75
Alijah,Singh,2021-04-09,2021-11-28,Production Technician I,Brandi Ruiz,alijah.singh@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Voluntary,Tree network those success nature control.,Production       ,General - Con,MA,Clerk,Female,40314,White,Widowed,Needs Improvement,3,1433,,5,1,3,2022-09-18,Customer Service,Internal,Passed,South Jose,Tiffany Adams,4,863.73
Ayla,Roberts,2018-12-30,2023-03-30,Production Technician I,Desiree Martinez,ayla.roberts@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Brother work amount rock newspaper.,Production       ,Splicing,MA,Splicer,Female,88408,White,Divorced,Exceeds,3,1434,,1,2,3,2023-04-27,Project Management,External,Incomplete,Patriciamouth,Diane Alvarado,2,746.99
Isai,Mcfarland,2021-07-30,,Production Technician I,Allison Sanders,isai.mcfarland@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Female,70770,Hispanic,Single,Exceeds,3,1435,,4,2,3,2022-09-21,Leadership Development,Internal,Passed,Morganshire,Jessica Alexander,4,360.38
Brent,Dominguez,2022-10-28,,Production Technician I,Kimberly Meyer,brent.dominguez@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Male,35871,Hispanic,Married,Needs Improvement,3,1436,,1,2,2,2022-08-26,Technical Skills,Internal,Incomplete,New Emilyland,Andrew Hendricks,1,298.3
Lorena,Graves,2020-10-29,,Production Technician I,James Kennedy,lorena.graves@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,MA,Manager,Male,13357,Asian,Single,Exceeds,3,1437,,4,5,5,2022-12-28,Leadership Development,External,Passed,South Rickyton,James Garcia,3,537.12
Lucian,Mora,2023-03-17,2023-03-22,Production Technician I,Brianna Coleman,lucian.mora@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Order risk think. North born would might.,Production       ,Field Operations,MA,Foreman,Male,51453,Asian,Married,Exceeds,3,1438,,1,4,1,2023-05-12,Customer Service,External,Passed,Lake Tony,George Swanson,2,996.18
Dangelo,Gould,2022-07-20,2023-04-26,Production Technician I,Daniel Mason,dangelo.gould@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Establish go so someone might none stop citizen.,Production       ,General - Con,MA,Laborer,Female,76246,Asian,Widowed,Needs Improvement,3,1439,,3,1,3,2023-06-20,Communication Skills,Internal,Completed,Roseberg,Brandy Allison,4,764.43
Humberto,Horn,2023-08-04,,Production Technician I,Tommy Green,humberto.horn@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Driver,Female,57866,Hispanic,Single,Needs Improvement,3,1440,,3,1,4,2022-11-13,Communication Skills,External,Failed,Jessetown,Michael Carlson,5,490.33
Miranda,Chavez,2021-11-26,2022-09-23,Production Technician I,Holly Lee,miranda.chavez@bilearner.com,BPC,Active,Contract,Zone A,Temporary,Voluntary,Show home than data her. Act speak also best.,Production       ,Field Operations,MA,Laborer,Female,69720,Hispanic,Married,Needs Improvement,3,1441,,1,1,5,2022-10-23,Customer Service,Internal,Incomplete,Gallowaychester,Heather Price,4,758.41
Makena,Mcintosh,2018-09-27,,Production Technician I,Jerome Warren,makena.mcintosh@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Safety,MA,Safety,Female,31956,Black,Single,Needs Improvement,3,1442,,2,4,2,2023-02-21,Technical Skills,External,Incomplete,Kingview,Heather Butler,3,367.56
